No.,StatusOrtu,Penghasilan,Status_Rumah,JMotor,Jmobil,DayaLis,KIPK
1518,1,4000000,1,2,0,2,0
1519,1,4300000,0,3,0,1,0
1520,1,3000000,1,2,0,2,0
1521,4,2100000,1,2,1,3,0
1522,1,4980580,1,1,0,2,1
1523,1,6000000,1,2,1,3,0
1524,1,3500000,1,3,0,1,0
1525,1,6500000,1,3,1,3,0
1526,1,3000000,1,3,0,2,0
1527,1,10000000,1,1,1,3,0
1528,1,1000000,1,1,0,1,1
1529,1,60000000,1,2,2,3,0
1530,4,2000000,1,2,0,1,0
1531,1,6500000,1,2,1,3,0
1532,1,2500000,0,1,0,2,0
1533,1,5000000,1,2,1,3,0
1534,1,4326087,1,3,0,1,0
1535,1,7500000,0,2,1,2,0
1536,1,4000000,1,2,0,3,0
1537,1,5000000,1,2,0,2,0
1538,1,10000000,1,3,1,3,0
1539,1,6000000,0,2,0,3,0
1540,1,5000000,1,1,0,3,0
1541,1,0,0,0,0,1,0
1542,1,6000000,1,2,1,3,0
1543,1,10000000,0,1,1,3,0
1544,1,10000000,1,2,2,1,0
1545,1,4000000,1,2,0,2,0
1546,2,500000,1,1,0,2,0
1547,2,0,1,1,0,2,0
1548,1,0,1,1,1,3,0
1549,1,6000000,1,2,0,2,0
1550,1,3700000,1,2,0,2,0
1551,1,5000000,1,1,1,3,0
1552,1,8000000,1,2,1,1,0
1553,1,0,1,2,0,2,0
1554,1,6720000,1,3,0,2,0
1555,1,5000000,1,1,1,3,0
1556,1,6000000,1,2,1,3,0
1557,1,5000000,0,2,0,2,0
1558,1,5000000,1,1,1,2,0
1559,1,3000000,1,2,0,1,1
1560,1,250000,1,1,0,1,0
1561,1,8500000,1,2,2,3,0
1562,1,23000000,1,2,2,3,0
1563,1,0,1,1,0,1,0
1564,1,3000000,1,2,1,2,0
1565,1,4000000,1,2,1,3,0
1566,1,3000000,1,2,0,2,1
1567,1,1500000,1,2,0,2,0
1568,1,9600000,1,2,0,2,0
1569,1,5000000,0,4,0,3,0
1570,1,3000000,0,1,0,3,1
1571,1,6500000,1,2,2,3,0
1572,1,2000000,0,1,0,2,1
1573,1,2900000,1,2,0,2,0
1574,1,350000,0,2,0,2,0
1575,2,4999999,1,2,1,3,0
1576,1,7508700,1,2,1,2,0
1577,1,2000000,1,1,0,2,0
1578,4,2000000,1,2,0,2,0
1579,1,2000000,1,2,0,2,0
1580,2,4000000,1,2,0,2,0
1581,1,7500000,1,3,1,2,0
1582,2,3000000,1,3,0,2,0
1583,1,15000000,1,1,1,3,0
1584,1,10000000,0,0,0,1,0
1585,1,1500000,1,2,0,2,0
1586,1,8500000,1,3,1,2,0
1587,1,5000000,1,2,1,3,0
1588,1,1500000,1,2,0,1,0
1589,4,0,1,3,0,3,0
1590,1,8947000,1,1,1,2,0
1591,1,9000000,0,4,1,3,0
1592,1,7000000,1,3,1,2,0
1593,1,2821000,1,1,0,2,0
1594,1,5000000,1,3,1,2,0
1595,1,5000000,1,2,1,3,0
1596,1,1500000,1,1,0,1,0
1597,1,6000000,1,2,1,3,0
1598,1,10000000,1,2,1,3,0
1599,1,2500000,0,1,0,2,1
1600,1,1500000,0,2,0,3,0
1601,1,4000000,1,2,0,2,0
1602,4,5000000,1,2,0,3,0
1603,1,6000000,1,2,1,2,0
1604,1,3500000,1,1,1,1,0
1605,2,400000,1,1,0,1,1
1606,1,3900000,1,4,1,2,0
1607,2,1000000,1,2,0,3,0
1608,1,10000000,1,4,1,2,0
1609,1,2000000,0,2,0,3,0
1610,1,1500000,0,1,0,2,0
1611,1,7000000,0,2,0,2,0
1612,1,3000000,0,1,0,2,0
1613,1,3500000,1,2,0,2,0
1614,1,1500000,0,1,0,2,1
1615,2,2000000,1,1,0,1,0
1616,1,5000000,1,2,0,2,0
1617,1,2500000,0,2,0,3,0
1618,1,23000000,1,3,1,2,0
1619,1,500100,1,2,0,1,0
1620,1,5000000,1,2,1,3,0
1621,1,8000000,1,2,0,3,0
1622,1,9000000,1,2,0,2,0
1623,1,5800000,1,2,0,2,0
1624,1,2250000,1,2,0,3,1
1625,1,5000000,1,3,0,2,0
1626,2,7000000,1,3,0,3,0
1627,1,2100000,1,3,0,2,0
1628,1,10000000,0,2,0,3,0
1629,1,6000000,1,1,1,2,0
1630,1,6000000,1,3,0,3,0
1631,1,2500000,1,2,0,1,0
1632,1,10000000,1,2,2,2,0
1633,1,1000000,1,2,2,1,0
1634,1,6500000,1,2,1,3,0
1635,1,1800000,0,0,0,1,0
1636,1,0,1,2,0,2,0
1637,1,4500000,1,0,2,2,0
1638,1,0,1,2,1,3,0
1639,1,4000000,1,2,0,2,0
1640,1,7000000,0,3,0,2,0
1641,1,3500000,1,3,0,3,0
1642,1,6000000,1,2,1,3,0
1643,1,1500000,0,1,0,1,1
1644,1,3250000,1,2,0,2,0
1645,1,3500000,1,2,0,2,1
1646,1,3500000,1,2,0,3,0
1647,1,1500500,1,2,0,1,0
1648,1,6500000,1,2,0,2,0
1649,1,4000000,1,0,1,3,0
1650,1,1500000,1,2,0,2,0
1651,2,900000,0,2,0,1,0
1652,1,3600000,1,0,2,2,0
1653,1,4000000,1,1,1,2,0
1654,1,1000000,1,2,0,2,0
1655,1,2500000,1,3,0,1,0
1656,1,1000000,1,1,0,1,0
1657,1,3250000,1,3,0,2,0
1658,1,3000000,0,2,0,2,0
1659,1,6300000,1,2,1,2,0
1660,1,3000000,0,1,0,1,0
1661,1,600000,1,3,1,1,0
1662,1,8000000,0,1,0,3,0
1663,1,8000000,1,2,0,1,0
1664,1,17700000,1,2,1,3,0
1665,1,10000000,1,3,1,3,0
1666,1,5000000,1,3,0,2,0
1667,1,6000000,1,2,0,2,0
1668,1,4000000,1,2,0,2,0
1669,1,3000000,1,1,0,2,0
1670,1,2500000,0,2,0,2,0
1671,1,7400000,1,2,1,3,0
1672,1,3500000,0,3,1,3,0
1673,1,4000000,1,2,1,2,0
1674,1,4300000,0,2,0,3,0
1675,1,5000000,1,2,1,3,0
1676,1,2000000,1,2,1,3,0
1677,1,3000000,0,1,1,3,0
1678,1,4000000,0,3,0,2,1
1679,1,4500000,1,2,1,1,0
1680,1,7500000,1,3,1,3,0
1681,1,3000000,1,5,1,2,0
1682,1,3000000,1,2,1,2,0
1683,1,5000000,1,1,1,2,0
1684,1,4000000,1,2,1,2,0
1685,1,8500000,1,2,0,2,0
1686,1,4000000,1,2,1,1,0
1687,2,4000000,1,2,0,2,0
1688,1,6500000,1,2,0,3,0
1689,1,2000000,1,1,0,2,0
1690,4,5000000,1,2,0,2,0
1691,1,6500000,1,2,1,2,0
1692,2,4500000,1,1,0,1,0
1693,1,9000000,1,1,1,3,0
1694,1,1500000,1,2,0,1,0
1695,2,4000000,1,2,0,2,0
1696,1,5300000,1,2,0,3,0
1697,1,3000000,0,3,0,2,0
1698,1,4400000,1,3,0,2,0
1699,1,0,0,0,0,1,0
1700,1,5300000,1,2,0,2,0
1701,1,7000000,1,4,1,3,0
1702,1,4000000,1,1,0,2,0
1703,1,5000000,0,3,0,2,0
1704,2,2500000,1,2,0,2,0
1705,1,900000,1,3,1,2,0
1706,1,5000000,0,2,0,1,0
1707,1,8000000,1,3,0,2,0
