No.,StatusOrtu,Penghasilan,Status_Rumah,JMotor,Jmobil,DayaLis,KIPK
767,1,750000,1,2,0,2,1
768,1,10000000,1,2,1,2,0
769,1,5000000,0,4,1,2,0
770,1,6500000,1,2,0,2,0
771,1,1200000,1,3,1,2,0
772,1,15000000,1,2,1,3,0
773,1,9000000,1,4,1,3,0
774,1,4000000,0,3,0,2,0
775,1,4000000,1,3,1,3,0
776,1,3500000,1,2,0,2,0
777,2,2400000,1,1,0,1,0
778,1,5000000,1,1,0,3,0
779,1,2000000,1,2,1,3,0
780,2,600000,1,2,0,2,0
781,1,9300000,1,2,0,2,0
782,2,4350000,1,2,1,1,0
783,2,0,0,2,0,3,1
784,1,5000000,1,3,1,2,0
785,1,1000000,1,1,0,3,0
786,1,25000000,1,2,2,3,0
787,1,0,1,2,0,1,0
788,1,3500000,1,2,0,3,0
789,2,2000000,1,2,0,2,1
790,1,1500000,1,3,0,2,0
791,1,2500000,0,2,0,2,0
792,1,3000000,1,2,0,1,0
793,1,1000000,0,0,0,3,0
794,1,4565736,1,3,0,3,1
795,1,3993060,0,1,0,2,0
796,1,4500000,1,2,0,1,1
797,1,7000000,1,2,1,3,0
798,1,500000,0,1,0,2,0
799,2,3000000,1,2,1,2,0
800,1,7500000,1,3,0,2,0
801,1,3000000,0,1,0,1,0
802,1,6000000,1,1,1,3,0
803,2,2000000,0,0,0,3,1
804,1,4000000,1,2,0,1,0
805,1,1300000,0,1,1,3,1
806,1,2000000,1,2,0,1,1
807,1,1300000,1,2,0,1,0
808,1,8000000,1,2,0,2,0
809,1,4250000,1,1,0,2,0
810,1,4700000,0,2,1,3,0
811,1,49500000,1,1,1,3,0
812,1,2000000,1,1,0,2,0
813,1,5600000,1,2,1,2,0
814,2,4200000,1,2,0,3,1
815,1,4500000,1,2,0,1,1
816,1,3400000,0,2,0,2,1
817,1,2000000,1,3,0,1,1
818,4,1000000,1,2,0,1,1
819,1,8000000,1,2,1,2,0
820,1,4000000,1,1,0,3,0
821,1,3500000,0,2,0,1,1
822,1,5500000,0,1,0,2,0
823,1,3000000,1,1,0,2,0
824,1,1000000,1,2,0,2,0
825,1,10000000,1,4,2,3,0
826,2,700000,0,0,0,2,1
827,1,8012000,1,1,1,2,0
828,1,4000000,1,1,1,1,0
829,1,5000000,1,3,0,2,0
830,1,2000000,0,3,1,1,0
831,1,13000000,1,2,1,3,0
832,1,4000000,1,2,0,2,0
833,1,27000000,1,2,1,3,0
834,1,6500000,1,2,0,2,0
835,1,15000000,1,3,1,3,0
836,1,4000000,0,2,0,3,1
837,1,4800000,1,2,0,2,0
838,1,3000000,1,3,0,2,0
839,1,4000000,1,3,0,2,0
840,1,3000000,0,2,0,2,0
841,1,3500000,1,2,0,2,0
842,2,500000,1,1,0,2,1
843,1,4500000,1,2,0,2,0
844,2,1100000,0,2,0,2,1
845,1,2000000,1,1,0,3,0
846,1,12000000,1,1,1,3,0
847,1,5500000,1,1,0,1,0
848,1,2000000,1,2,0,1,0
849,1,3000000,1,3,0,3,0
850,1,3000000,0,2,0,2,0
851,1,2100000,0,1,0,1,1
852,1,3000000,1,2,0,1,0
853,1,3500000,0,3,0,2,0
854,4,1000000,1,2,0,1,0
855,1,5000000,1,2,0,2,0
856,1,6000000,1,3,0,2,0
857,1,1500000,0,3,0,2,0
858,1,2500000,1,2,0,1,0
859,4,5000000,1,2,1,2,0
860,2,3743100,1,2,0,2,0
861,1,3000000,1,1,0,2,0
862,1,1500000,1,2,1,2,0
863,1,4000000,1,2,1,3,0
864,1,4845157,1,4,1,2,0
865,1,5734000,1,2,0,3,0
866,1,500000,1,1,0,1,1
867,1,12000000,1,1,1,3,0
868,1,10000000,0,3,1,2,0
869,2,4000000,1,1,0,1,1
870,1,3500000,1,3,0,3,0
871,1,5000000,0,3,0,2,0
872,4,1300000,1,1,0,1,0
873,1,3000000,1,2,0,2,0
874,1,1200000,1,2,0,2,1
875,1,3000000,1,2,0,3,0
876,1,6153000,1,4,0,2,0
877,1,3000000,1,1,0,2,0
878,1,5000000,1,2,1,2,0
879,1,3000000,0,0,0,2,1
880,1,2000000,1,1,0,2,1
881,1,8300000,1,2,0,3,0
882,4,3000000,1,2,1,2,1
883,1,2500000,1,2,0,3,0
884,1,8463200,1,1,1,2,0
885,1,8000000,1,1,0,2,0
886,1,9650000,1,1,1,3,0
887,1,3490000,1,2,0,2,0
888,1,20000000,1,1,1,3,0
889,1,8000000,1,2,0,2,0
890,1,5200000,1,2,1,3,0
891,1,4000000,1,2,0,2,0
892,1,4000000,1,2,0,2,0
893,1,1000000,1,3,0,2,0
894,1,7000000,1,5,0,2,0
895,1,4500000,1,1,0,2,1
896,1,950000,0,2,0,1,1
897,1,10000000,1,3,1,3,0
898,1,500000,1,2,0,1,0
899,2,500000,1,1,0,2,1
900,1,8500000,1,2,0,3,0
901,1,7500000,1,2,0,2,0
902,1,5000000,1,2,0,2,0
903,1,4293582,1,2,0,2,0
904,1,1500000,1,2,0,2,1
905,1,4000000,1,1,1,2,0
906,1,4500000,1,1,1,1,1
907,1,1500000,1,2,0,3,0
908,1,1500000,1,1,0,1,0
909,4,1000000,1,1,0,2,0
910,2,1500000,1,0,0,2,1
911,1,800000,1,1,0,3,0
912,1,2500000,1,2,0,2,0
913,1,5000000,0,2,1,3,0
914,1,10000000,0,2,0,3,0
915,1,6000000,1,3,0,2,0
916,2,1000000,0,2,0,2,1
917,1,5500000,1,2,1,1,0
918,1,8000000,0,1,0,3,1
919,1,7000000,1,2,1,2,0
920,1,4000000,1,4,1,1,0
921,2,500000,1,3,0,2,0
922,1,4300497,0,2,0,2,0
923,4,0,1,2,0,1,1
924,1,4000000,0,2,0,1,1
925,1,3500000,1,2,0,2,0
926,1,3000000,1,2,2,3,0
927,1,4500000,1,2,0,2,0
928,1,1000000,0,2,0,3,1
929,1,10000000,1,1,2,3,0
930,1,7000000,1,2,0,2,0
931,1,6000000,1,3,0,3,0
932,4,800000,1,1,0,1,0
933,1,5000000,1,4,1,1,0
934,1,2500000,1,2,0,1,0
935,1,2500000,1,1,0,2,0
936,1,4000000,1,3,0,2,0
937,1,2500000,1,2,1,2,0
938,1,7000000,1,3,0,3,0
939,1,4000000,1,1,0,2,0
940,1,1500000,0,1,0,3,0
941,4,3000000,0,2,0,1,1
942,1,2000000,1,3,0,2,0
943,1,3000000,1,2,0,2,0
944,1,750000,0,2,0,1,1
945,1,5500000,1,3,2,2,0
946,1,2700000,0,1,0,2,1
947,1,750000,1,1,0,1,0
948,1,300000,1,2,0,2,0
949,1,6000000,1,2,1,2,0
950,1,8200000,1,2,0,2,0
951,1,1000000,0,2,0,2,0
952,1,2500000,0,1,0,2,0
953,1,2500000,0,1,0,3,0
954,4,3400000,1,3,0,2,0
955,1,4000000,1,2,0,2,0
956,1,4300000,1,3,0,2,0
957,2,4904900,1,2,1,2,0
958,1,8000000,1,3,1,2,0
959,1,10000000,1,2,1,3,0
960,2,0,0,3,0,2,1
961,4,2500000,1,2,0,2,1
962,1,15000000,1,3,1,3,0
963,1,1500000,1,1,0,2,1
964,4,750000,1,1,1,1,1
965,1,1900000,0,2,0,3,1
966,1,1750000,1,2,0,1,1
967,1,2000000,1,1,1,2,0
968,1,1500000,1,0,0,2,0
969,1,2000000,1,2,0,2,0
970,2,3164900,0,3,0,2,0
971,1,2000000,1,2,0,2,0
972,1,3000000,1,2,0,3,0
973,1,8000000,1,2,1,3,0
974,1,3000000,1,2,0,3,0
975,1,4050000,1,3,1,2,0
976,1,8000000,1,2,1,3,0
977,2,1800000,1,2,0,2,1
978,1,3568200,1,2,0,2,0
979,1,10000000,0,3,0,3,0
980,1,25000000,1,2,1,3,0
981,1,3000000,0,0,0,3,0
982,1,3000000,0,2,0,2,1
983,1,1000000,0,1,0,2,1
984,1,6500000,1,4,0,2,0
985,1,5000000,1,1,0,1,0
986,1,5000000,1,2,0,3,0
987,1,3000000,1,2,0,2,0
988,1,5700000,1,2,0,2,0
989,1,8000000,1,3,1,2,0
990,1,2500000,1,1,1,3,1
991,2,0,0,1,1,1,0
992,1,1250000,0,3,0,1,1
993,1,12000000,0,1,1,3,0
994,1,3000000,1,2,0,3,0
995,1,5000000,1,1,1,3,0
996,1,1800000,1,2,0,2,0
997,2,2500000,0,1,0,2,1
998,1,2500000,1,1,0,2,0
999,2,5000000,1,1,0,3,0
1000,2,2000000,1,2,0,2,0
1001,1,2500000,1,1,0,1,0
1002,1,4000000,1,2,0,2,0
1003,1,9500000,1,3,1,3,0
1004,2,3500000,0,2,0,3,0
1005,1,2000000,0,2,0,3,0
1006,2,4700000,1,1,1,2,0
1007,1,2500000,0,1,0,1,0
1008,1,7500000,0,3,0,3,0
1009,1,2000000,1,2,0,2,0
1010,1,1000000,1,2,1,2,1
1011,1,4000000,1,2,1,2,0
1012,1,1500000,1,2,0,2,0
1013,1,3000000,1,2,0,3,0
1014,1,200000,1,1,0,1,1
1015,1,30000000,1,1,3,3,0
1016,2,0,0,1,0,3,1
1017,1,16500000,1,3,2,3,0
1018,1,12000000,0,1,1,3,0
1019,1,4793000,1,3,0,2,0
1020,1,8000000,1,3,1,3,0
1021,2,2000000,1,2,0,2,0
1022,1,4500000,1,2,1,2,0
1023,1,4000000,1,2,0,2,0
1024,1,4500000,0,2,0,2,0
1025,1,5442100,1,2,1,3,0
1026,1,5000000,1,2,0,3,1
1027,1,4000000,1,2,0,2,0
1028,1,8500000,1,2,1,2,0
1029,1,2000000,1,2,0,1,1
1030,1,2500000,1,1,0,3,0
1031,1,7500000,1,2,0,2,0
1032,4,9000000,1,2,1,3,0
1033,1,4000000,1,2,1,2,0
1034,1,5700000,1,2,0,2,0
1035,1,4000000,1,2,0,3,0
1036,1,3000000,1,1,0,2,0
1037,1,22166233,1,3,1,2,0
1038,1,3000000,1,2,1,2,0
1039,1,6000000,1,4,1,3,0
1040,1,8000000,1,4,1,2,0
1041,1,8600000,1,2,1,2,0
1042,1,3500000,1,3,0,2,0
1043,1,5500000,1,2,0,3,0
1044,1,2200000,1,3,0,1,1
1045,1,2000000,1,3,1,1,0
1046,1,4000000,1,3,0,2,0
1047,1,2000000,1,2,0,1,0
1048,1,1500000,0,1,0,2,1
1049,1,6113833,1,2,1,2,0
1050,1,2000000,1,1,0,2,1
1051,1,5000000,1,3,1,3,0
1052,1,7000000,1,3,0,2,0
1053,1,4000000,1,3,0,2,0
1054,1,5500000,1,5,1,2,0
1055,1,2000000,0,1,0,2,1
1056,1,1000000,1,2,0,1,1
1057,1,10000000,1,2,1,2,0
1058,1,2500000,1,2,0,3,0
1059,1,3000000,1,1,0,2,0
1060,1,5000000,1,2,1,2,0
1061,1,17000000,1,3,2,3,0
1062,1,3000000,1,2,0,2,0
1063,1,7000000,1,2,0,2,0
1064,1,2500000,1,2,0,1,0
1065,1,8700000,0,4,0,2,0
1066,1,4500000,1,3,0,2,0
1067,1,5000000,1,2,0,2,0
1068,1,3000000,1,2,0,3,1
1069,1,6000000,1,2,0,2,0
1070,1,2000000,1,1,0,2,0
1071,2,2500000,1,2,1,3,0
1072,1,16000000,1,1,1,3,0
1073,1,12500000,1,2,1,3,0
1074,1,4000000,0,1,0,2,0
1075,1,5000000,1,3,0,2,0
1076,1,10000000,1,2,1,3,0
1077,1,7500000,1,3,1,3,0
1078,1,2000000,0,0,0,2,1
1079,1,4500000,1,1,1,2,0
1080,1,5000000,1,4,0,2,1
1081,1,6000000,1,3,0,3,0
1082,1,7500000,1,3,1,2,0
1083,1,8500000,1,3,0,3,0
1084,1,27000000,1,1,3,3,0
1085,1,25000000,1,1,1,3,0
1086,1,1000000,1,1,0,2,0
1087,2,500000,1,1,0,1,1
1088,1,5000000,1,2,0,2,0
1089,1,10000000,1,2,1,3,0
1090,1,0,0,1,0,1,1
1091,1,3000000,1,2,0,2,0
1092,1,4200000,1,2,0,3,0
1093,1,5500000,1,3,0,2,0
1094,1,2000000,1,2,0,3,0
1095,1,1000000,1,2,0,2,0
1096,1,2000000,0,2,0,2,1
1097,2,2000000,1,0,0,3,0
1098,1,5000000,1,2,1,2,0
1099,1,6000000,0,1,1,3,0
1100,1,1500000,1,3,0,2,0
1101,1,2500000,1,2,1,2,0
1102,1,3000000,1,2,0,2,0
1103,2,0,1,1,0,3,1
1104,1,9000000,1,2,1,2,0
1105,1,1500000,1,2,0,2,0
1106,1,16000000,1,2,1,3,0
1107,1,4000000,1,3,1,1,1
1108,1,1500000,0,1,0,1,1
1109,1,1500000,1,2,0,2,1
1110,1,2500000,0,1,0,1,0
1111,4,2000000,1,3,0,2,1
1112,1,1500000,1,2,0,1,1
1113,1,1750000,0,2,0,2,1
1114,1,5000000,1,2,0,2,0
1115,1,1200000,1,2,0,2,1
1116,1,8000000,1,3,0,2,0
1117,1,3000000,0,2,0,3,0
1118,1,2500000,1,3,0,2,0
1119,1,2000000,1,2,0,1,0
1120,1,11000000,1,2,1,3,0
1121,1,3250000,1,3,0,3,0
1122,1,3000000,1,2,0,2,0
1123,1,1500000,0,2,0,2,0
1124,1,4000000,0,2,0,2,0
1125,2,4400000,1,2,0,2,0
1126,1,2500000,1,1,0,2,1
1127,1,3800000,1,1,1,3,0
1128,1,700000,1,1,0,1,1
1129,1,5500000,1,3,1,1,0
1130,1,1000000,1,2,0,2,1
1131,1,6000000,1,2,1,3,0
1132,1,3000000,0,2,0,2,0
1133,1,3000000,1,3,1,2,0
1134,1,4000000,1,1,0,3,0
1135,2,700000,0,2,0,2,1
1136,1,500000,0,1,0,1,1
1137,1,2500000,0,1,0,2,0
1138,1,2500000,1,2,0,1,0
1139,1,2000000,1,1,0,2,0
1140,1,4500000,1,1,1,2,0
1141,1,2000000,1,2,0,3,1
1142,1,500000,1,2,0,2,0
1143,1,3000000,0,1,0,1,0
1144,1,5000000,1,2,0,3,0
1145,1,1500000,1,1,0,1,0
1146,2,3500000,1,2,0,3,0
1147,1,2500000,1,2,0,1,1
1148,1,6000000,1,1,1,3,0
1149,1,2500000,1,1,0,3,1
1150,1,3800000,1,2,0,2,0
1151,1,1500000,0,2,0,2,1
1152,1,4000000,1,5,0,2,0
1153,1,11000000,1,3,1,3,1
1154,1,5500000,1,2,1,2,0
1155,1,600000,1,2,0,1,0
1156,1,16000000,1,1,0,3,0
1157,4,0,1,2,0,2,0
1158,1,4000000,1,3,0,2,0
1159,4,500000,1,1,0,2,1
1160,4,1000000,0,1,0,2,1
1161,1,5000000,1,1,1,2,0
1162,1,3000000,1,2,0,2,0
1163,1,8000000,1,2,0,3,0
1164,1,5000000,1,1,0,2,0
1165,1,5358332,1,1,0,1,0
1166,1,6500000,1,2,0,3,0
1167,1,7000000,1,2,1,3,0
1168,1,1500000,1,1,0,2,0
1169,1,2000000,0,2,0,2,0
1170,1,1100000,0,1,0,2,1
1171,1,2000000,1,2,0,2,1
1172,1,500000,0,1,0,2,1
1173,1,1227500,1,1,0,1,0
1174,1,4000000,1,2,0,2,0
1175,1,1000000,1,3,0,1,0
1176,1,1500000,1,1,0,2,0
1177,1,9000000,1,3,2,3,0
1178,1,4000000,1,2,0,2,0
1179,1,1700000,1,1,0,3,1
1180,1,1000000,1,1,0,2,0
1181,1,8000000,1,3,1,2,0
1182,1,900000,0,2,0,2,1
1183,1,1500000,1,2,0,2,1
1184,1,8500000,1,2,1,2,0
1185,1,4300000,1,3,0,1,0
1186,1,2500000,1,2,0,2,0
1187,1,20000000,1,2,2,3,0
1188,1,750000,1,2,0,2,1
1189,1,6000000,1,3,0,3,0
1190,1,4000000,1,2,0,2,0
1191,1,5500000,1,3,0,2,0
1192,1,3000000,1,3,0,2,1
1193,1,15000000,1,3,1,3,0
1194,1,800000,0,1,0,3,0
1195,1,5000000,0,3,0,3,0
1196,1,6000000,1,2,1,3,0
1197,4,5000000,0,0,0,2,0
1198,1,7000000,1,3,1,2,0
1199,1,2850000,1,2,0,3,0
1200,1,6300000,1,2,1,2,0
1201,1,4000000,1,2,1,3,0
1202,1,10000000,0,3,1,2,0
1203,1,1000000,1,1,0,2,0
1204,1,5000000,1,2,0,2,0
1205,1,6000000,1,4,1,2,0
1206,1,5000000,0,2,1,3,0
1207,1,0,0,0,0,1,0
1208,2,4500000,1,1,0,3,0
1209,1,9700000,1,3,0,3,0
1210,2,5000000,1,3,0,2,0
1211,1,4500000,1,2,2,3,0
1212,1,12000000,1,3,1,3,0
1213,1,500000,1,1,0,2,0
1214,1,5000000,1,3,0,3,0
1215,1,7000000,1,3,0,3,0
1216,1,4000000,1,2,0,2,0
1217,1,10000000,1,2,1,3,0
1218,4,3700000,0,1,0,3,0
1219,1,1500000,0,1,0,1,1
1220,2,4748500,1,2,0,2,0
1221,1,2000000,1,1,0,2,1
1222,2,2900000,1,1,0,1,0
1223,1,1000000,1,2,1,2,0
1224,1,17000000,1,3,1,3,0
1225,1,2000000,0,1,0,2,0
1226,1,7000000,1,2,0,2,0
1227,1,0,1,3,0,1,0
1228,1,2500000,1,1,0,2,0
1229,1,3840300,1,2,1,3,0
1230,1,8500000,1,2,1,3,0
1231,1,4000000,1,2,0,1,0
1232,2,1900000,1,2,0,3,0
1233,1,4000000,1,1,0,1,0
1234,1,20000000,1,2,1,2,0
1235,1,8299000,1,2,1,2,0
1236,1,1250000,0,2,0,2,0
1237,1,5500000,1,3,1,3,0
1238,1,500000,1,1,0,1,1
1239,1,12000000,1,2,1,2,0
1240,1,2700000,1,1,0,2,0
1241,1,15000000,1,2,1,3,0
1242,1,9500000,1,3,0,3,0
1243,1,2500000,1,2,0,1,0
1244,2,500000,0,1,0,1,1
1245,1,7000000,1,2,1,3,0
1246,1,8537800,1,2,1,3,0
1247,1,4500000,1,3,0,2,0
1248,1,6000000,1,3,0,1,0
1249,1,2000000,1,1,0,3,1
1250,1,6000000,0,1,0,1,0
1251,1,5233865,1,2,0,2,0
1252,1,6300000,1,3,1,3,0
1253,1,26000000,1,1,1,3,0
1254,1,3500000,0,2,0,3,0
1255,1,4000000,1,4,0,2,0
1256,2,0,1,2,0,2,0
1257,1,6500000,1,3,0,2,0
1258,1,1500000,0,2,0,2,1
1259,1,45000000,1,2,2,3,0
1260,1,4500000,1,3,2,2,0
1261,1,4000000,1,3,1,2,0
1262,4,3000000,1,2,1,3,0
1263,1,10000000,1,2,0,3,0
1264,1,4500000,1,1,0,3,0
1265,1,9000000,1,2,1,3,0
1266,1,20000000,1,2,1,3,0
1267,1,1500000,1,1,1,1,0
1268,1,5500000,1,3,0,3,0
1269,1,10000000,1,3,0,2,0
1270,1,4500000,1,2,1,3,0
1271,1,1500000,0,2,0,1,1
1272,1,2500000,1,2,0,2,1
1273,1,5040000,1,2,0,3,0
1274,2,0,1,4,0,2,0
1275,1,5000000,1,2,1,2,0
1276,1,4000000,0,3,0,2,0
1277,1,3500000,1,1,0,1,0
1278,1,2000000,1,2,0,2,0
1279,4,2000000,1,1,0,1,0
1280,1,3000000,1,2,1,3,1
1281,1,2000000,1,2,0,2,0
1282,1,4000000,1,2,0,3,0
1283,1,3500000,0,1,0,2,0
1284,1,14000000,1,2,1,3,0
1285,4,14000000,1,4,1,3,0
1286,1,9294400,1,2,0,2,0
1287,1,3500000,1,2,0,3,0
1288,4,2200000,1,2,1,2,0
1289,2,5000000,1,1,0,3,0
1290,1,7000000,1,2,0,3,0
1291,1,4000000,1,1,0,2,0
1292,2,3000000,1,3,1,1,0
1293,1,4000000,0,1,0,2,0
1294,1,5000000,1,3,1,3,0
1295,1,5800000,1,3,1,3,0
1296,1,8200000,1,2,1,2,0
1297,1,5000000,0,2,0,2,0
1298,1,1500000,1,1,0,2,1
1299,1,2500000,0,2,0,3,0
1300,1,3800000,1,2,0,2,0
1301,1,2500000,0,2,0,2,1
1302,1,5000000,1,3,1,3,0
1303,1,5503400,1,3,0,3,0
1304,1,7300000,0,2,1,3,0
1305,1,21000000,1,3,1,3,0
1306,1,4000000,1,2,0,2,0
1307,1,2000000,1,2,0,2,0
1308,1,3000000,1,4,0,2,0
1309,1,50000000,1,3,0,3,0
1310,1,6400000,1,3,0,2,0
1311,1,6800000,0,1,0,2,0
1312,1,3000000,1,2,1,2,0
1313,1,450000,1,1,0,2,0
1314,1,3000000,0,1,0,2,0
1315,1,3500000,1,1,1,3,0
1316,1,8500000,1,2,2,1,0
1317,1,10000000,1,4,0,2,0
1318,1,14293200,1,3,2,3,0
1319,1,0,0,1,0,3,0
1320,1,2000000,1,2,0,2,0
1321,1,3850000,1,2,1,2,0
1322,1,6000000,1,2,1,1,0
1323,1,1500000,0,1,0,3,1
1324,1,3500000,1,3,1,2,0
1325,1,3700000,1,2,0,2,0
1326,1,13000000,1,3,1,3,0
1327,2,4000000,1,3,0,2,0
1328,1,5000000,1,3,1,3,0
1329,1,4000000,1,1,0,2,0
1330,4,4500000,1,2,1,3,0
1331,1,5500000,1,2,0,1,0
1332,1,550000,1,2,0,1,0
1333,1,7500000,1,4,0,2,0
1334,1,3900000,1,2,1,1,0
1335,2,500000,1,2,0,2,0
1336,1,8700000,1,2,0,3,0
1337,1,2500000,0,5,0,2,0
1338,1,2500000,0,1,0,3,1
1339,1,13000000,1,2,1,3,0
1340,1,7000000,1,3,1,3,0
1341,1,4000000,1,3,0,2,0
1342,1,1250000,1,2,0,1,1
1343,2,1000000,1,1,0,2,0
1344,1,2650000,1,2,0,2,0
1345,1,4000000,1,3,1,2,0
1346,1,5000000,1,3,0,1,0
1347,1,3500000,1,3,0,2,0
1348,2,3500000,1,2,0,3,0
1349,1,3000000,0,4,0,2,1
1350,1,2500000,0,1,0,2,1
1351,1,3000000,1,1,1,1,0
1352,1,8000000,0,3,1,2,0
1353,1,500000,1,2,0,1,1
1354,1,500000,1,2,0,1,0
1355,1,2500000,0,2,0,3,0
1356,1,4300000,0,2,0,3,0
1357,1,7000000,0,3,0,2,0
1358,1,500000,1,3,0,2,0
1359,1,21000000,1,1,1,3,0
1360,1,800000,0,1,0,2,1
1361,1,600000,0,2,0,2,1
1362,1,9000000,1,2,1,3,0
1363,1,120000,1,1,0,1,0
1364,1,7500000,1,1,1,3,0
1365,1,25000000,1,2,1,3,0
1366,4,5000000,1,1,0,2,0
1367,1,0,1,1,1,3,0
1368,1,6500000,1,2,1,3,0
1369,1,5000000,1,2,1,2,0
1370,1,1500000,1,2,0,2,0
1371,1,12000000,1,1,0,3,0
1372,1,5000000,1,2,0,3,0
1373,1,2000000,0,2,0,1,0
1374,1,3500000,1,2,0,1,0
1375,1,5000000,1,2,0,3,0
1376,1,6540000,1,2,0,3,0
1377,1,2000000,0,1,0,3,0
1378,1,1750000,1,2,0,1,0
1379,1,3000000,0,1,0,3,0
1380,1,400000,1,4,0,2,0
1381,1,2500000,1,2,0,1,0
1382,1,2000000,1,3,1,3,0
1383,1,3000000,1,1,0,2,0
1384,1,3000000,1,2,0,1,0
1385,2,1000000,1,1,0,2,0
1386,1,11000000,1,2,1,2,0
1387,1,2500000,0,3,0,2,1
1388,1,0,1,1,0,3,1
1389,1,7000000,1,2,1,3,0
1390,1,5500000,1,2,0,2,0
1391,1,2500000,1,1,0,2,0
1392,2,1000000,1,1,0,1,0
1393,2,1800000,1,2,0,1,0
1394,1,3500000,1,2,0,1,0
1395,1,2500000,1,2,0,2,0
1396,1,5000000,1,1,1,3,0
1397,1,-1000000,0,1,0,2,1
1398,1,5000000,1,3,0,2,0
1399,1,2500000,1,2,0,2,0
1400,1,1250000,1,1,0,2,0
1401,1,6500000,1,1,0,3,0
1402,1,2500000,0,2,0,3,0
1403,1,2000000,1,2,0,2,0
1404,1,3000000,1,2,1,3,0
1405,1,3230000,1,2,0,2,0
1406,1,6000000,1,3,1,2,0
1407,1,7000000,1,3,1,2,0
1408,1,500000,0,1,0,2,0
1409,1,8500000,1,4,1,2,0
1410,4,4000000,0,2,0,2,0
1411,1,1500000,0,1,0,1,0
1412,1,1000000,1,2,0,2,0
1413,1,4500000,0,2,0,2,0
1414,1,9000000,1,2,1,2,0
1415,1,7000000,1,2,1,3,0
1416,1,1500000,0,1,0,2,0
1417,1,15000000,1,2,1,3,0
1418,1,13000000,1,2,0,2,0
1419,1,2000000,0,3,0,2,0
1420,1,4500000,1,2,1,2,0
1421,1,500000,1,1,0,2,1
1422,1,4000000,0,2,0,3,0
1423,1,8200000,1,2,1,3,0
1424,1,7000000,1,4,0,2,0
1425,1,3500000,1,2,0,2,1
1426,1,1500000,1,2,0,1,1
1427,1,7000000,1,2,0,2,0
1428,4,3000000,0,1,1,2,0
1429,1,700000,1,2,0,1,1
1430,1,7416000,0,2,1,3,0
1431,1,1000000,1,1,0,2,0
1432,1,2300000,0,1,0,2,0
1433,1,2000000,1,2,0,2,0
1434,1,13000000,1,2,0,2,0
1435,1,4000000,1,2,1,3,0
1436,1,900000,1,1,0,2,1
1437,1,7000000,1,2,1,3,0
1438,1,7500000,0,2,0,1,0
1439,1,3000000,0,1,0,3,0
1440,1,2000000,1,0,0,2,0
1441,1,7000000,0,2,0,3,0
1442,1,0,0,1,1,2,0
1443,4,0,1,3,0,3,1
1444,1,3500000,1,3,1,2,0
1445,1,5358700,1,2,1,2,0
1446,1,225000,1,1,0,3,1
1447,1,3000000,1,2,0,3,0
1448,1,1500000,1,3,0,2,0
1449,1,5000000,0,2,0,2,0
1450,1,9000000,0,1,1,2,0
1451,1,5000000,1,1,0,3,0
1452,1,5000000,1,2,0,3,0
1453,1,12100000,1,3,1,2,0
1454,1,5000000,1,2,1,3,0
1455,1,13500000,1,2,0,2,0
1456,1,1000000,1,1,0,1,0
1457,1,7000000,1,2,2,2,0
1458,1,4000000,1,2,0,3,0
1459,1,4500000,1,3,0,2,0
1460,1,15000000,1,1,1,3,0
1461,1,3000000,1,2,0,1,0
1462,1,5000000,1,2,1,2,0
1463,1,3000000,1,2,0,2,0
1464,1,1000000,0,2,0,2,1
1465,1,4000000,0,1,0,2,0
1466,1,2000000,1,3,0,2,0
1467,1,6000000,1,4,0,2,0
1468,1,2000000,1,3,0,2,0
1469,1,5000000,1,3,1,3,0
1470,1,6000000,1,4,1,2,0
1471,1,10000000,1,2,1,3,0
1472,1,6800000,1,2,0,2,0
1473,1,10355400,1,4,1,2,0
1474,1,3500000,1,2,0,2,0
1475,1,5300000,1,2,2,3,0
1476,1,2000000,1,2,1,3,0
1477,2,300000,1,3,0,3,0
1478,1,1500000,0,1,0,3,0
1479,1,1700000,1,2,0,2,1
1480,2,6000000,1,2,0,3,0
1481,1,7500000,1,3,1,2,0
1482,2,5000000,1,1,1,2,0
1483,1,4000000,1,2,0,2,0
1484,1,750000,0,0,0,2,1
1485,2,1500000,0,1,0,3,0
1486,1,5262149,1,2,0,2,0
1487,4,5500000,1,1,0,2,0
1488,1,11000000,1,2,2,3,0
1489,1,3000000,1,1,0,2,0
1490,1,5000000,1,2,0,3,0
1491,1,7000000,1,2,1,2,0
1492,1,6998500,1,2,0,3,0
1493,1,10000000,1,1,1,3,0
1494,1,4000000,1,2,0,1,1
1495,1,13590950,1,3,1,3,0
1496,1,4500000,0,1,0,2,0
1497,1,2000000,1,2,0,2,0
1498,2,500000,1,1,1,2,0
1499,1,3500000,1,2,0,2,0
1500,1,3500000,1,4,1,3,0
1501,1,4000000,0,1,0,2,0
1502,1,5000000,0,3,0,2,0
1503,1,5500000,1,2,0,2,0
1504,1,2000000,0,2,0,2,1
1505,1,9500000,1,2,1,3,0
1506,1,10000000,1,3,1,3,0
1507,1,5000000,0,3,1,3,0
1508,1,4000000,1,2,0,3,0
1509,4,3000000,1,1,0,3,0
1510,1,3000000,1,2,0,3,0
1511,1,4000000,1,4,1,2,0
1512,1,0,1,1,0,2,0
1513,1,2400000,0,2,0,3,1
1514,1,1500000,1,3,1,2,0
1515,1,3000000,1,2,1,2,0
1516,1,3000000,1,2,0,3,0
1517,1,2000000,0,2,1,2,0
